OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
4176	4	4																					JAYNJJ010000142_5	JAYPOQ010000009_16	JAYPQJ010000001_1341			PBWW01000060_4									
4177	4	4																					JAYNJJ010000110_3	JAYPOQ010000002_76	JAYPQJ010000001_817			PBWW01000071_8									
4178	4	4														JAUWKS010000059_10											JABCTZ010000019_147		DXJV01000068_42			JAIZWM010000001_751					
4179	4	4																					JAYNJJ010000015_13	JAYPOQ010000007_57	JAYPQJ010000001_1477			PBWW01000044_14									
4180	4	4																					JAYNJJ010000052_2	JAYPOQ010000001_264	JAYPQJ010000001_981			PBWW01000021_2									
4181	4	4																					JAYNJJ010000022_8	JAYPOQ010000021_10	JAYPQJ010000001_1299			PBWW01000028_7									
4182	4	4																					JAYNJJ010000022_10	JAYPOQ010000021_8	JAYPQJ010000001_1297			PBWW01000028_9									
4183	4	3																DAOWEK010000072_17		DAOVER010000049_10,DAOVER010000068_11														JAAFKI010000022_24			
4184	4	4				RDOD01000052_18																					JABCTZ010000026_118		DXJV01000005_65			JAIZWM010000002_102					
4185	4	4																					JAYNJJ010000023_4	JAYPOQ010000002_111	JAYPQJ010000001_853			PBWW01000026_34									
4186	4	4											JAUWJS010000069_5					DAOWEK010000001_10													JAHLWR010000012_45			JAAFKI010000132_2			
4187	4	4																					JAYNJJ010000125_3	JAYPOQ010000004_85	JAYPQJ010000001_271			PBWW01000019_20									
4188	4	4														JAUWKS010000001_94	DAOVPS010000020_24									JAEOTE010000186_1	JABCTZ010000026_167										
4189	4	4		NJBF01000009_4																									DXJV01000101_10	DXJL01000206_9		JAIZWM010000002_210					
4190	4	3																DAOWEK010000010_8		DAOVER010000015_32,DAOVER010000015_33													JAAFKH010000250_14				
4191	4	2														JAUWKS010000074_3,JAUWKS010000012_50,JAUWKS010000012_38											JABCTZ010000011_94										
4192	4	4																					JAYNJJ010000054_3	JAYPOQ010000018_14	JAYPQJ010000001_1264			PBWW01000069_20									
4193	4	4				RDOD01000005_59											DAOVPS010000030_17												DXJV01000102_12			JAIZWM010000001_46					
4194	4	4																					JAYNJJ010000105_5	JAYPOQ010000010_29	JAYPQJ010000001_721			PBWW01000038_4									
4195	4	4																					JAYNJJ010000066_2	JAYPOQ010000007_23	JAYPQJ010000001_1511			PBWW01000059_5									
4196	4	3																			DAOVHD010000023_1,DAOVHD010000101_2					JAEOTE010000096_8							JAAFKH010000006_1				
4197	4	4																					JAYNJJ010000011_6	JAYPOQ010000004_71	JAYPQJ010000001_256			PBWW01000024_8									
4198	4	4		NJBF01000018_28			RDOB01000005_177																						DXJV01000100_20			JAIZWM010000001_598					
4199	4	4																					JAYNJJ010000105_3	JAYPOQ010000010_31	JAYPQJ010000001_723			PBWW01000038_6									
4200	4	4							BPTO01000011_2			JAHQWT010000035_64			JAUWPI010000007_33																JAHLWR010000014_108						
4201	4	4																					JAYNJJ010000069_6	JAYPOQ010000018_5	JAYPQJ010000001_1277			PBWW01000069_10									
4202	4	4																					JAYNJJ010000133_6	JAYPOQ010000010_38	JAYPQJ010000001_730			PBWW01000038_13									
4203	4	4												JAUWEG010000193_1	JAUWPI010000080_8					DAOVER010000003_41														JAAFKI010000034_1			
4204	4	4																					JAYNJJ010000061_3	JAYPOQ010000008_53	JAYPQJ010000001_31			PBWW01000014_7									
4205	4	4							BPTO01000064_9									DAOWEK010000066_1													JAHLWR010000007_133			JAAFKI010000010_81			
4206	4	4																					JAYNJJ010000038_6	JAYPOQ010000007_17	JAYPQJ010000001_1517			PBWW01000076_3									
4207	4	4																					JAYNJJ010000038_7	JAYPOQ010000007_16	JAYPQJ010000001_1518			PBWW01000076_4									
4208	4	4				RDOD01000050_8																					JABCTZ010000031_41		DXJV01000010_9			JAIZWM010000006_186					
4209	4	4																					JAYNJJ010000038_8	JAYPOQ010000007_15	JAYPQJ010000001_1519			PBWW01000076_5									
4210	4	4																					JAYNJJ010000052_3	JAYPOQ010000001_263	JAYPQJ010000001_982			PBWW01000021_4									
4211	4	4																					JAYNJJ010000026_8	JAYPOQ010000006_28	JAYPQJ010000001_1383			PBWW01000061_22									
4212	4	4																					JAYNJJ010000092_2	JAYPOQ010000002_179	JAYPQJ010000001_921			PBWW01000049_3									
4213	4	4				RDOD01000020_42										JAUWKS010000034_14	DAOVPS010000018_23										JABCTZ010000018_50										
4214	4	4														JAUWKS010000005_82											JABCTZ010000036_321		DXJV01000021_14			JAIZWM010000007_46					
4215	4	4														JAUWKS010000008_17											JABCTZ010000041_12		DXJV01000062_26			JAIZWM010000009_73					
4216	4	4														JAUWKS010000008_12											JABCTZ010000041_4		DXJV01000091_29			JAIZWM010000002_454					
4217	4	4																					JAYNJJ010000159_2	JAYPOQ010000007_79	JAYPQJ010000001_1452			PBWW01000025_60									
4218	4	4				RDOD01000029_24										JAUWKS010000100_3											JABCTZ010000036_17					JAIZWM010000001_536					
4219	4	4																					JAYNJJ010000011_8	JAYPOQ010000004_73	JAYPQJ010000001_258			PBWW01000024_6									
4220	4	4																				WAKA01000050_17		JAYPOQ010000008_15	JAYPQJ010000001_72			PBWW01000027_5									
4221	4	4																					JAYNJJ010000233_3	JAYPOQ010000009_48	JAYPQJ010000001_1307			PBWW01000075_1									
4222	4	4																					JAYNJJ010000090_2	JAYPOQ010000011_7	JAYPQJ010000001_334			PBWW01000073_3									
4223	4	4																					JAYNJJ010000049_3	JAYPOQ010000006_8	JAYPQJ010000001_1363			PBWW01000061_2									
4224	4	4																					JAYNJJ010000004_7	JAYPOQ010000015_24	JAYPQJ010000001_1535			PBWW01000035_6									
4225	4	3							BPTO01000040_20,BPTO01000145_1																		JABCTZ010000003_57				JAHLWR010000001_35						
4226	4	4									JALSYK010000036_5													JAYPOQ010000020_1	JAYPQJ010000001_396			PBWW01000054_1									
4227	4	4	MEHH01000020_11									JAHQWT010000048_39														JAEOTE010000041_8								JAAFKI010000060_6			
4228	4	4																					JAYNJJ010000197_2	JAYPOQ010000005_87	JAYPQJ010000001_688			PBWW01000070_13									
4229	4	4																					JAYNJJ010000289_1	JAYPOQ010000005_88	JAYPQJ010000001_689			PBWW01000070_15									
4230	4	4																					JAYNJJ010000090_4	JAYPOQ010000011_5	JAYPQJ010000001_336			PBWW01000073_5									
4231	4	4														JAUWKS010000059_9											JABCTZ010000019_148		DXJV01000068_43			JAIZWM010000001_750					
4232	4	4												JAUWEG010000006_40				DAOWEK010000049_46			DAOVHD010000157_4													JAAFKI010000051_61			
4233	4	4																					JAYNJJ010000015_5	JAYPOQ010000007_64	JAYPQJ010000001_1469			PBWW01000044_6									
4234	4	4				RDOD01000008_104											DAOVPS010000079_5												DXJV01000087_91			JAIZWM010000006_169					
4235	4	4																					JAYNJJ010000213_2	JAYPOQ010000002_99	JAYPQJ010000001_840			PBWW01000026_22									
4236	4	2														JAUWKS010000033_21,JAUWKS010000029_5,JAUWKS010000033_20	DAOVPS010000044_1																				
4237	4	4																					JAYNJJ010000083_6	JAYPOQ010000003_26	JAYPQJ010000001_423			PBWW01000018_42									
4238	4	4																					JAYNJJ010000233_2	JAYPOQ010000009_47	JAYPQJ010000001_1308			PBWW01000075_2									
4239	4	4																					JAYNJJ010000033_5	JAYPOQ010000004_62	JAYPQJ010000001_247			PBWW01000024_17									
4240	4	4				RDOD01000020_4											DAOVPS010000093_10			DAOVER010000020_1													JAAFKH010000347_2				
4241	4	4														JAUWKS010000010_30	DAOVPS010000130_4										JABCTZ010000025_92								SOJV01000059_2		
4242	4	2																									JABCTZ010000009_2,JABCTZ010000041_102,JABCTZ010000037_44		DXJV01000029_96								
4243	4	4						BPTN01000095_5										DAOWEK010000001_7		DAOVER010000010_46														JAAFKI010000022_28			
4244	4	4														JAUWKS010000007_64											JABCTZ010000036_234		DXJV01000045_38			JAIZWM010000002_311					
4245	4	4																					JAYNJJ010000255_2	JAYPOQ010000003_71	JAYPQJ010000001_470			PBWW01000066_3									
4246	4	4																					JAYNJJ010000044_7	JAYPOQ010000002_5	JAYPQJ010000001_741			PBWW01000038_24									
4247	4	4	MEHH01000036_10									JAHQWT010000050_199		JAUWEG010000034_3																			JAAFKH010000302_3				
4248	4	4											JAUWJS010000003_38	JAUWEG010000023_13				DAOWEK010000089_64																JAAFKI010000091_4			
4249	4	4																					JAYNJJ010000096_3	JAYPOQ010000013_7	JAYPQJ010000001_96			PBWW01000020_9									
4250	4	3														JAUWKS010000058_7,JAUWKS010000066_4											JABCTZ010000027_43					JAIZWM010000001_451					
4251	4	4																					JAYNJJ010000085_3	JAYPOQ010000016_4	JAYPQJ010000001_950			PBWW01000064_2									
4252	4	3								JAMOVR010000350_6,JAMOVR010000348_1						JAUWKS010000001_49											JABCTZ010000008_3										
4253	4	4				RDOD01000014_8				JAMOVR010000009_3																			DXJV01000068_30			JAIZWM010000001_763					
4254	4	4																					JAYNJJ010000209_2	JAYPOQ010000004_54	JAYPQJ010000001_239			PBWW01000024_26									
4255	4	4																									JABCTZ010000022_40		DXJV01000097_3			JAIZWM010000001_20			SOJV01000209_3		
4256	4	4																					JAYNJJ010000042_4	JAYPOQ010000003_93	JAYPQJ010000001_492			PBWW01000066_25									
4257	4	3			JAGLRO010000002_5				BPTO01000083_4,BPTO01000004_17												DAOVHD010000009_23																
4258	4	3											JAUWJS010000031_8														JABCTZ010000040_45,JABCTZ010000028_4				JAHLWR010000024_4						
4259	4	4				RDOD01000045_12																					JABCTZ010000046_6		DXJV01000004_5			JAIZWM010000005_290					
4260	4	4				RDOD01000001_191																					JABCTZ010000011_11					JAIZWM010000001_519			SOJV01000094_2		
4261	4	3																									JABCTZ010000022_132,JABCTZ010000021_1		DXJV01000062_10			JAIZWM010000011_17					
4262	4	4																					JAYNJJ010000019_2	JAYPOQ010000017_13	JAYPQJ010000001_137			PBWW01000011_22									
4263	4	4																					JAYNJJ010000184_2	JAYPOQ010000001_84	JAYPQJ010000001_1168			PBWW01000012_18									
4264	4	4																					JAYNJJ010000019_3	JAYPOQ010000017_14	JAYPQJ010000001_136			PBWW01000011_23									
4265	4	4																					JAYNJJ010000134_1	JAYPOQ010000020_11	JAYPQJ010000001_386			PBWW01000054_11									
4266	4	4																					JAYNJJ010000184_3	JAYPOQ010000001_85	JAYPQJ010000001_1167			PBWW01000012_17									
4267	4	4																					JAYNJJ010000014_5	JAYPOQ010000017_7	JAYPQJ010000001_143			PBWW01000011_16									
4268	4	4																					JAYNJJ010000127_2	JAYPOQ010000011_22	JAYPQJ010000001_319			PBWW01000002_13									
4269	4	4														JAUWKS010000045_10	DAOVPS010000111_5										JABCTZ010000032_81								SOJV01000070_12		
4270	4	4														JAUWKS010000059_11											JABCTZ010000019_146		DXJV01000068_41			JAIZWM010000001_752					
4271	4	4																					JAYNJJ010000148_1	JAYPOQ010000001_287	JAYPQJ010000001_955			PBWW01000017_17									
4272	4	4				RDOD01000001_194																					JABCTZ010000011_8					JAIZWM010000001_516			SOJV01000094_5		
4273	4	4																					JAYNJJ010000251_2	JAYPOQ010000002_119	JAYPQJ010000001_861			PBWW01000026_42									
4274	4	4																					JAYNJJ010000130_3	JAYPOQ010000021_3	JAYPQJ010000001_1292			PBWW01000028_14									
4275	4	4																					JAYNJJ010000130_2	JAYPOQ010000021_4	JAYPQJ010000001_1293			PBWW01000028_13									
4276	4	4														JAUWKS010000109_1											JABCTZ010000022_17		DXJV01000041_5			JAIZWM010000001_28					
4277	4	4																					JAYNJJ010000142_2	JAYPOQ010000009_13	JAYPQJ010000001_1344			PBWW01000068_1									
4278	4	4																					JAYNJJ010000054_7	JAYPOQ010000018_17	JAYPQJ010000001_1261			PBWW01000069_23									
4279	4	4				RDOD01000020_15										JAUWKS010000041_19													DXJV01000021_16			JAIZWM010000007_48					
4280	4	4																					JAYNJJ010000133_3	JAYPOQ010000010_36	JAYPQJ010000001_728			PBWW01000038_11									
4281	4	4										JAHQWT010000030_4	JAUWJS010000173_2	JAUWEG010000118_6																			JAAFKH010000018_10				
4282	4	4										JAHQWT010000048_52						DAOWEK010000017_5															JAAFKH010000314_1	JAAFKI010000081_10			
4283	4	2																									JABCTZ010000039_11,JABCTZ010000045_50,JABCTZ010000017_160								SOJV01000215_8		
4284	4	4														JAUWKS010000016_58											JABCTZ010000030_1		DXJV01000062_8			JAIZWM010000011_18					
4285	4	4														JAUWKS010000001_114	DAOVPS010000107_8										JABCTZ010000036_399								SOJV01000179_40		
4286	4	3				RDOD01000001_132										JAUWKS010000044_16,JAUWKS010000093_12											JABCTZ010000032_223										
4287	4	4									JALSYK010000522_2	JAHQWT010000051_10						DAOWEK010000018_2																JAAFKI010000103_5			
4288	4	4																					JAYNJJ010000212_3	JAYPOQ010000008_21	JAYPQJ010000001_65			PBWW01000043_13									
4289	4	2							BPTO01000203_2																						JAHLWR010000001_169,JAHLWR010000019_25,JAHLWR010000013_44						
4290	4	4																					JAYNJJ010000221_1	JAYPOQ010000010_34	JAYPQJ010000001_726			PBWW01000038_9									
4291	4	4															DAOVPS010000034_2												DXJV01000100_26			JAIZWM010000001_592			SOJV01000198_10		
4292	4	4															DAOVPS010000002_24												DXJV01000004_14			JAIZWM010000005_281			SOJV01000151_4		
4293	4	4				RDOD01000018_15										JAUWKS010000032_13													DXJV01000033_33			JAIZWM010000010_20					
4294	4	4																					JAYNJJ010000016_4	JAYPOQ010000023_3	JAYPQJ010000001_1443			PBWW01000025_51									
4295	4	4			JAGLRO010000043_23												DAOVPS010000101_9				DAOVHD010000090_6					JAEOTE010000134_21											
4296	4	4																					JAYNJJ010000175_3	JAYPOQ010000006_32	JAYPQJ010000001_1387			PBWW01000061_26									
4297	4	4											JAUWJS010000034_12	JAUWEG010000051_10				DAOWEK010000046_7															JAAFKH010000251_3				
4298	4	3														JAUWKS010000012_53	DAOVPS010000179_2										JABCTZ010000040_3,JABCTZ010000011_75										
4299	4	4																					JAYNJJ010000166_1	JAYPOQ010000002_29	JAYPQJ010000001_766			PBWW01000034_13									
4300	4	4																					JAYNJJ010000259_2	JAYPOQ010000009_44	JAYPQJ010000001_1311			PBWW01000075_5									
4301	4	4																					JAYNJJ010000138_2	JAYPOQ010000002_174	JAYPQJ010000001_916			PBWW01000049_8									
4302	4	4						BPTN01000167_3							JAUWPI010000025_11											JAEOTE010000092_5					JAHLWR010000009_106						
4303	4	4																				WAKA01000164_6	JAYNJJ010000017_6	JAYPOQ010000009_33	JAYPQJ010000001_1323												
4304	4	4																					JAYNJJ010000134_4	JAYPOQ010000020_14	JAYPQJ010000001_383			PBWW01000054_14									
4305	4	4	MEHH01000004_35												JAUWPI010000002_51										JAYPQJ010000017_1										SOJV01000074_17		
4306	4	4										JAHQWT010000019_8	JAUWJS010000034_10					DAOWEK010000046_9															JAAFKH010000251_1				
4307	4	4																					JAYNJJ010000056_2	JAYPOQ010000015_9	JAYPQJ010000001_1551			PBWW01000053_4									
4308	4	4				RDOD01000029_19										JAUWKS010000100_6	DAOVPS010000055_1										JABCTZ010000036_19										
4309	4	3											JAUWJS010000151_9					DAOWEK010000071_92,DAOWEK010000071_94																JAAFKI010000080_6			
4310	4	4				RDOD01000041_3										JAUWKS010000034_19	DAOVPS010000080_3										JABCTZ010000018_41										
4311	4	4																			DAOVHD010000166_3			JAYPOQ010000003_139	JAYPQJ010000001_541			PBWW01000058_5									
4312	4	4																					JAYNJJ010000056_6	JAYPOQ010000015_13	JAYPQJ010000001_1547			PBWW01000053_8									
4313	4	4																					JAYNJJ010000172_2	JAYPOQ010000002_185	JAYPQJ010000001_928			PBWW01000046_2									
4314	4	4																					JAYNJJ010000213_3	JAYPOQ010000002_98	JAYPQJ010000001_839			PBWW01000026_21									
4315	4	4																					JAYNJJ010000268_2	JAYPOQ010000002_32	JAYPQJ010000001_771			PBWW01000034_16									
4316	4	4																					JAYNJJ010000283_1	JAYPOQ010000004_82	JAYPQJ010000001_267			PBWW01000019_23									
4317	4	4																					JAYNJJ010000196_2	JAYPOQ010000002_92	JAYPQJ010000001_833			PBWW01000026_15									
4318	4	4																					JAYNJJ010000274_3	JAYPOQ010000002_88	JAYPQJ010000001_829			PBWW01000026_11									
4319	4	4		NJBF01000029_20	JAGLRO010000015_31																DAOVHD010000005_26									DXJL01000190_29							
4320	4	4									JALSYK010000230_1												JAYNJJ010000092_4		JAYPQJ010000001_923			PBWW01000049_1									
